2019-05-14 08:52:53,245 DEBUG [SpringJUnit4ClassRunner]  - SpringJUnit4ClassRunner constructor called with [class pl.tau.boardgame.service.FigureManagerTest]
2019-05-14 08:52:56,620 DEBUG [EntityPrinter]  - Listing entities:
2019-05-14 08:52:56,620 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#630, HP=200, name=ragnaros, id=627}
2019-05-14 08:52:56,620 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#630, HP=300, name=gnar, id=628}
2019-05-14 08:52:56,620 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Andrzej, figures=[pl.tau.boardgame.domain.Figure#626], id=629}
2019-05-14 08:52:56,620 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Konstanty, figures=[pl.tau.boardgame.domain.Figure#627, pl.tau.boardgame.domain.Figure#628], id=630}
2019-05-14 08:52:56,620 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#629, HP=500, name=skeleton, id=626}
2019-05-14 08:52:56,621 DEBUG [HibernateTransactionManager]  - Closing Hibernate Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Figure#627], EntityKey[pl.tau.boardgame.domain.Figure#628], EntityKey[pl.tau.boardgame.domain.Owner#629], EntityKey[pl.tau.boardgame.domain.Owner#630], EntityKey[pl.tau.boardgame.domain.Figure#626]],collectionKeys=[CollectionKey[pl.tau.boardgame.domain.Owner.figures#630], CollectionKey[pl.tau.boardgame.domain.Owner.figures#629]]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] after transaction
2019-05-14 08:52:56,621 DEBUG [JdbcCoordinatorImpl]  - HHH000420: Closing un-released batch
2019-05-14 08:52:56,621 INFO  [TransactionContext]  - Committed transaction for test: [DefaultTestContext@57536d79 testClass = FigureManagerTest, testInstance = pl.tau.boardgame.service.FigureManagerTest@545e57d7, testMethod = addFigureTest@FigureManagerTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@3b0143d3 testClass = FigureManagerTest, locations = '{classpath:/beans.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]], attributes = map[[empty]]]
2019-05-14 08:52:56,622 DEBUG [AbstractDirtiesContextTestExecutionListener]  - After test method: context [DefaultTestContext@57536d79 testClass = FigureManagerTest, testInstance = pl.tau.boardgame.service.FigureManagerTest@545e57d7, testMethod = addFigureTest@FigureManagerTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@3b0143d3 testClass = FigureManagerTest, locations = '{classpath:/beans.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]], attributes = map[[empty]]], class annotated with @DirtiesContext [false] with mode [null], method annotated with @DirtiesContext [false] with mode [null].
2019-05-14 08:52:56,622 DEBUG [ProfileValueUtils]  - Retrieved @ProfileValueSourceConfiguration [null] for test class [pl.tau.boardgame.service.FigureManagerTest]
2019-05-14 08:52:56,622 DEBUG [ProfileValueUtils]  - Retrieved ProfileValueSource type [class org.springframework.test.annotation.SystemProfileValueSource] for class [pl.tau.boardgame.service.FigureManagerTest]
2019-05-14 08:52:56,622 DEBUG [DependencyInjectionTestExecutionListener]  - Performing dependency injection for test context [[DefaultTestContext@57536d79 testClass = FigureManagerTest, testInstance = pl.tau.boardgame.service.FigureManagerTest@1a3e5f23, testMethod = [null], testException = [null], mergedContextConfiguration = [MergedContextConfiguration@3b0143d3 testClass = FigureManagerTest, locations = '{classpath:/beans.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]], attributes = map[[empty]]]].
2019-05-14 08:52:56,622 DEBUG [DefaultCacheAwareContextLoaderDelegate]  - Retrieved ApplicationContext from cache with key [[MergedContextConfiguration@3b0143d3 testClass = FigureManagerTest, locations = '{classpath:/beans.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]
2019-05-14 08:52:56,622 DEBUG [cache]  - Spring test ApplicationContext cache statistics: [DefaultContextCache@381cad29 size = 1, maxSize = 32, parentContextCount = 0, hitCount = 12, missCount = 1]
2019-05-14 08:52:56,622 DEBUG [AbstractDirtiesContextTestExecutionListener]  - Before test method: context [DefaultTestContext@57536d79 testClass = FigureManagerTest, testInstance = pl.tau.boardgame.service.FigureManagerTest@1a3e5f23, testMethod = findfigureByNameTest@FigureManagerTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@3b0143d3 testClass = FigureManagerTest, locations = '{classpath:/beans.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]], attributes = map[[empty]]], class annotated with @DirtiesContext [false] with mode [null], method annotated with @DirtiesContext [false] with mode [null].
2019-05-14 08:52:56,623 DEBUG [TransactionalTestExecutionListener]  - Explicit transaction definition [PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'txManager'] found for test context [DefaultTestContext@57536d79 testClass = FigureManagerTest, testInstance = pl.tau.boardgame.service.FigureManagerTest@1a3e5f23, testMethod = findfigureByNameTest@FigureManagerTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@3b0143d3 testClass = FigureManagerTest, locations = '{classpath:/beans.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]], attributes = map[[empty]]]
2019-05-14 08:52:56,623 DEBUG [DefaultCacheAwareContextLoaderDelegate]  - Retrieved ApplicationContext from cache with key [[MergedContextConfiguration@3b0143d3 testClass = FigureManagerTest, locations = '{classpath:/beans.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]
2019-05-14 08:52:56,623 DEBUG [cache]  - Spring test ApplicationContext cache statistics: [DefaultContextCache@381cad29 size = 1, maxSize = 32, parentContextCount = 0, hitCount = 13, missCount = 1]
2019-05-14 08:52:56,623 DEBUG [TransactionalTestExecutionListener]  - Retrieved default @Rollback(false) for test class [pl.tau.boardgame.service.FigureManagerTest].
2019-05-14 08:52:56,623 DEBUG [TransactionalTestExecutionListener]  - No method-level @Rollback override: using default rollback [false] for test context [DefaultTestContext@57536d79 testClass = FigureManagerTest, testInstance = pl.tau.boardgame.service.FigureManagerTest@1a3e5f23, testMethod = findfigureByNameTest@FigureManagerTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@3b0143d3 testClass = FigureManagerTest, locations = '{classpath:/beans.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]], attributes = map[[empty]]].
2019-05-14 08:52:56,624 DEBUG [HibernateTransactionManager]  - Creating new transaction with name [pl.tau.boardgame.service.FigureManagerTest.findfigureByNameTest]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'txManager'
2019-05-14 08:52:56,624 DEBUG [HibernateTransactionManager]  - Opened new Session [SessionImpl(PersistenceContext[entityKeys=[],collectionKeys=[]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,624 DEBUG [TransactionImpl]  - begin
2019-05-14 08:52:56,624 DEBUG [DriverManagerDataSource]  - Creating new JDBC DriverManager Connection to [jdbc:hsqldb:hsql://localhost/workdb]
2019-05-14 08:52:56,726 DEBUG [HibernateTransactionManager]  - Exposing Hibernate transaction as JDBC [org.springframework.orm.hibernate5.HibernateTransactionManager$$Lambda$65/1787083818@365553de]
2019-05-14 08:52:56,726 INFO  [TransactionContext]  - Began transaction (1) for test context [DefaultTestContext@57536d79 testClass = FigureManagerTest, testInstance = pl.tau.boardgame.service.FigureManagerTest@1a3e5f23, testMethod = findfigureByNameTest@FigureManagerTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@3b0143d3 testClass = FigureManagerTest, locations = '{classpath:/beans.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextCustomizers = set[[empty]], contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]], attributes = map[[empty]]]; transaction manager [org.springframework.orm.hibernate5.HibernateTransactionManager@383f3558]; rollback [false]
2019-05-14 08:52:56,726 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[],collectionKeys=[]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,726 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,726 DEBUG [SQL]  - call next value for hibernate_sequence
2019-05-14 08:52:56,727 DEBUG [SequenceStructure]  - Sequence value obtained: 631
2019-05-14 08:52:56,727 DEBUG [ResourceRegistryStandardImpl]  - HHH000387: ResultSet's statement was not registered
2019-05-14 08:52:56,727 DEBUG [AbstractSaveEventListener]  - Generated identifier: 631, using strategy: org.hibernate.id.enhanced.SequenceStyleGenerator
2019-05-14 08:52:56,727 DEBUG [AbstractFlushingEventListener]  - Processing flush-time cascades
2019-05-14 08:52:56,727 DEBUG [AbstractFlushingEventListener]  - Dirty checking collections
2019-05-14 08:52:56,727 DEBUG [AbstractFlushingEventListener]  - Flushed: 1 insertions, 0 updates, 0 deletions to 1 objects
2019-05-14 08:52:56,727 DEBUG [AbstractFlushingEventListener]  - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
2019-05-14 08:52:56,727 DEBUG [EntityPrinter]  - Listing entities:
2019-05-14 08:52:56,727 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=null, HP=500, name=skeleton, id=631}
2019-05-14 08:52:56,727 DEBUG [SQL]  - insert into figure (HP, name, owner_id, id) values (?, ?, ?, ?)
2019-05-14 08:52:56,731 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Figure#631]],collectionKeys=[]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,731 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,731 DEBUG [SQL]  - call next value for hibernate_sequence
2019-05-14 08:52:56,732 DEBUG [SequenceStructure]  - Sequence value obtained: 632
2019-05-14 08:52:56,732 DEBUG [ResourceRegistryStandardImpl]  - HHH000387: ResultSet's statement was not registered
2019-05-14 08:52:56,732 DEBUG [AbstractSaveEventListener]  - Generated identifier: 632, using strategy: org.hibernate.id.enhanced.SequenceStyleGenerator
2019-05-14 08:52:56,732 DEBUG [AbstractFlushingEventListener]  - Processing flush-time cascades
2019-05-14 08:52:56,732 DEBUG [AbstractFlushingEventListener]  - Dirty checking collections
2019-05-14 08:52:56,732 DEBUG [AbstractFlushingEventListener]  - Flushed: 1 insertions, 0 updates, 0 deletions to 2 objects
2019-05-14 08:52:56,732 DEBUG [AbstractFlushingEventListener]  - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
2019-05-14 08:52:56,732 DEBUG [EntityPrinter]  - Listing entities:
2019-05-14 08:52:56,732 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=null, HP=500, name=skeleton, id=631}
2019-05-14 08:52:56,732 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=null, HP=200, name=ragnaros, id=632}
2019-05-14 08:52:56,732 DEBUG [SQL]  - insert into figure (HP, name, owner_id, id) values (?, ?, ?, ?)
2019-05-14 08:52:56,734 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Figure#631], EntityKey[pl.tau.boardgame.domain.Figure#632]],collectionKeys=[]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,734 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,734 DEBUG [SQL]  - call next value for hibernate_sequence
2019-05-14 08:52:56,734 DEBUG [SequenceStructure]  - Sequence value obtained: 633
2019-05-14 08:52:56,734 DEBUG [ResourceRegistryStandardImpl]  - HHH000387: ResultSet's statement was not registered
2019-05-14 08:52:56,735 DEBUG [AbstractSaveEventListener]  - Generated identifier: 633, using strategy: org.hibernate.id.enhanced.SequenceStyleGenerator
2019-05-14 08:52:56,735 DEBUG [AbstractFlushingEventListener]  - Processing flush-time cascades
2019-05-14 08:52:56,735 DEBUG [AbstractFlushingEventListener]  - Dirty checking collections
2019-05-14 08:52:56,735 DEBUG [AbstractFlushingEventListener]  - Flushed: 1 insertions, 0 updates, 0 deletions to 3 objects
2019-05-14 08:52:56,735 DEBUG [AbstractFlushingEventListener]  - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
2019-05-14 08:52:56,735 DEBUG [EntityPrinter]  - Listing entities:
2019-05-14 08:52:56,735 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=null, HP=500, name=skeleton, id=631}
2019-05-14 08:52:56,735 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=null, HP=200, name=ragnaros, id=632}
2019-05-14 08:52:56,735 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=null, HP=300, name=gnar, id=633}
2019-05-14 08:52:56,735 DEBUG [SQL]  - insert into figure (HP, name, owner_id, id) values (?, ?, ?, ?)
2019-05-14 08:52:56,736 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Figure#631], EntityKey[pl.tau.boardgame.domain.Figure#632], EntityKey[pl.tau.boardgame.domain.Figure#633]],collectionKeys=[]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,736 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,736 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Figure#631], EntityKey[pl.tau.boardgame.domain.Figure#632], EntityKey[pl.tau.boardgame.domain.Figure#633]],collectionKeys=[]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,736 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,736 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Figure#631], EntityKey[pl.tau.boardgame.domain.Figure#632], EntityKey[pl.tau.boardgame.domain.Figure#633]],collectionKeys=[]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,736 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,736 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Figure#631], EntityKey[pl.tau.boardgame.domain.Figure#632], EntityKey[pl.tau.boardgame.domain.Figure#633]],collectionKeys=[]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,736 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,737 DEBUG [SQL]  - call next value for hibernate_sequence
2019-05-14 08:52:56,737 DEBUG [SequenceStructure]  - Sequence value obtained: 634
2019-05-14 08:52:56,737 DEBUG [ResourceRegistryStandardImpl]  - HHH000387: ResultSet's statement was not registered
2019-05-14 08:52:56,738 DEBUG [AbstractSaveEventListener]  - Generated identifier: 634, using strategy: org.hibernate.id.enhanced.SequenceStyleGenerator
2019-05-14 08:52:56,738 DEBUG [AbstractFlushingEventListener]  - Processing flush-time cascades
2019-05-14 08:52:56,738 DEBUG [AbstractFlushingEventListener]  - Dirty checking collections
2019-05-14 08:52:56,738 DEBUG [Collections]  - Collection found: [pl.tau.boardgame.domain.Owner.figures#634], was: [<unreferenced>] (initialized)
2019-05-14 08:52:56,738 DEBUG [AbstractFlushingEventListener]  - Flushed: 1 insertions, 1 updates, 0 deletions to 4 objects
2019-05-14 08:52:56,738 DEBUG [AbstractFlushingEventListener]  - Flushed: 1 (re)creations, 0 updates, 0 removals to 1 collections
2019-05-14 08:52:56,738 DEBUG [EntityPrinter]  - Listing entities:
2019-05-14 08:52:56,738 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#634, HP=500, name=skeleton, id=631}
2019-05-14 08:52:56,738 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=null, HP=200, name=ragnaros, id=632}
2019-05-14 08:52:56,738 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=null, HP=300, name=gnar, id=633}
2019-05-14 08:52:56,738 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Andrzej, figures=[pl.tau.boardgame.domain.Figure#631], id=634}
2019-05-14 08:52:56,738 DEBUG [SQL]  - insert into owner (firstName, id) values (?, ?)
2019-05-14 08:52:56,740 DEBUG [SQL]  - update figure set HP=?, name=?, owner_id=? where id=?
2019-05-14 08:52:56,741 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Figure#631], EntityKey[pl.tau.boardgame.domain.Figure#632], EntityKey[pl.tau.boardgame.domain.Figure#633], EntityKey[pl.tau.boardgame.domain.Owner#634]],collectionKeys=[CollectionKey[pl.tau.boardgame.domain.Owner.figures#634]]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,741 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,741 DEBUG [SQL]  - call next value for hibernate_sequence
2019-05-14 08:52:56,742 DEBUG [SequenceStructure]  - Sequence value obtained: 635
2019-05-14 08:52:56,742 DEBUG [ResourceRegistryStandardImpl]  - HHH000387: ResultSet's statement was not registered
2019-05-14 08:52:56,742 DEBUG [AbstractSaveEventListener]  - Generated identifier: 635, using strategy: org.hibernate.id.enhanced.SequenceStyleGenerator
2019-05-14 08:52:56,742 DEBUG [AbstractFlushingEventListener]  - Processing flush-time cascades
2019-05-14 08:52:56,742 DEBUG [AbstractFlushingEventListener]  - Dirty checking collections
2019-05-14 08:52:56,743 DEBUG [Collections]  - Collection found: [pl.tau.boardgame.domain.Owner.figures#634], was: [pl.tau.boardgame.domain.Owner.figures#634] (initialized)
2019-05-14 08:52:56,743 DEBUG [Collections]  - Collection found: [pl.tau.boardgame.domain.Owner.figures#635], was: [<unreferenced>] (initialized)
2019-05-14 08:52:56,743 DEBUG [AbstractFlushingEventListener]  - Flushed: 1 insertions, 2 updates, 0 deletions to 5 objects
2019-05-14 08:52:56,743 DEBUG [AbstractFlushingEventListener]  - Flushed: 1 (re)creations, 0 updates, 0 removals to 2 collections
2019-05-14 08:52:56,743 DEBUG [EntityPrinter]  - Listing entities:
2019-05-14 08:52:56,743 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Konstanty, figures=[pl.tau.boardgame.domain.Figure#632, pl.tau.boardgame.domain.Figure#633], id=635}
2019-05-14 08:52:56,743 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#634, HP=500, name=skeleton, id=631}
2019-05-14 08:52:56,743 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#635, HP=200, name=ragnaros, id=632}
2019-05-14 08:52:56,743 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#635, HP=300, name=gnar, id=633}
2019-05-14 08:52:56,743 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Andrzej, figures=[pl.tau.boardgame.domain.Figure#631], id=634}
2019-05-14 08:52:56,743 DEBUG [SQL]  - insert into owner (firstName, id) values (?, ?)
2019-05-14 08:52:56,744 DEBUG [SQL]  - update figure set HP=?, name=?, owner_id=? where id=?
2019-05-14 08:52:56,745 DEBUG [SQL]  - update figure set HP=?, name=?, owner_id=? where id=?
2019-05-14 08:52:56,747 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Owner#635], EntityKey[pl.tau.boardgame.domain.Figure#631], EntityKey[pl.tau.boardgame.domain.Figure#632], EntityKey[pl.tau.boardgame.domain.Figure#633], EntityKey[pl.tau.boardgame.domain.Owner#634]],collectionKeys=[CollectionKey[pl.tau.boardgame.domain.Owner.figures#634], CollectionKey[pl.tau.boardgame.domain.Owner.figures#635]]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,747 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,747 DEBUG [AbstractFlushingEventListener]  - Processing flush-time cascades
2019-05-14 08:52:56,747 DEBUG [AbstractFlushingEventListener]  - Dirty checking collections
2019-05-14 08:52:56,747 DEBUG [Collections]  - Collection found: [pl.tau.boardgame.domain.Owner.figures#634], was: [pl.tau.boardgame.domain.Owner.figures#634] (initialized)
2019-05-14 08:52:56,747 DEBUG [Collections]  - Collection found: [pl.tau.boardgame.domain.Owner.figures#635], was: [pl.tau.boardgame.domain.Owner.figures#635] (initialized)
2019-05-14 08:52:56,747 DEBUG [AbstractFlushingEventListener]  - Flushed: 0 insertions, 0 updates, 0 deletions to 5 objects
2019-05-14 08:52:56,747 DEBUG [AbstractFlushingEventListener]  - Flushed: 0 (re)creations, 0 updates, 0 removals to 2 collections
2019-05-14 08:52:56,747 DEBUG [EntityPrinter]  - Listing entities:
2019-05-14 08:52:56,747 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Konstanty, figures=[pl.tau.boardgame.domain.Figure#632, pl.tau.boardgame.domain.Figure#633], id=635}
2019-05-14 08:52:56,747 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#634, HP=500, name=skeleton, id=631}
2019-05-14 08:52:56,747 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#635, HP=200, name=ragnaros, id=632}
2019-05-14 08:52:56,747 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#635, HP=300, name=gnar, id=633}
2019-05-14 08:52:56,748 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Andrzej, figures=[pl.tau.boardgame.domain.Figure#631], id=634}
2019-05-14 08:52:56,748 DEBUG [SQL]  - select figure0_.id as id1_0_, figure0_.HP as HP2_0_, figure0_.name as name3_0_, figure0_.owner_id as owner_id4_0_ from figure figure0_ where figure0_.name like ?
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 0
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#252]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 1
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#257]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 2
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#262]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 3
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#267]
